,created_at_date,search_query,searches,users
5680,2022-11-11,c491ab797,13,13
5681,2022-11-11,c579bc154,12,11
5682,2022-11-11,c610pp39,224,202
5683,2022-11-11,c815mp09,98,81
5684,2022-11-11,c830bm797,3,3
5685,2022-11-11,c982ec150,2,2
5686,2022-11-11,e015mt51,12,10
5687,2022-11-11,e040xk196,1,1
5688,2022-11-11,e100pe61,5,5
5689,2022-11-11,e184ph40,61,48
5690,2022-11-11,e321mx750,17,12
5691,2022-11-11,e354yp777,1,1
5692,2022-11-11,e419ac11,6,5
5693,2022-11-11,e426kh98,7,7
5694,2022-11-11,e557ox750,4,3
5695,2022-11-11,e839bh150,16,16
5696,2022-11-11,e923mo03,1,1
5697,2022-11-11,e954yh154,10,9
5698,2022-11-11,e985et124,15,12
5699,2022-11-11,h003ek178,9,9
5700,2022-11-11,h081ty93,80,55
5701,2022-11-11,h191yo26,176,144
5702,2022-11-11,h227kx62,10,8
5703,2022-11-11,h605ht102,10,6
5704,2022-11-11,h795ek47,10,9
5705,2022-11-11,k118ek18,8,8
5706,2022-11-11,k140hm198,34,32
5707,2022-11-11,k426ek199,2,2
5708,2022-11-11,k484kh98,5,5
5709,2022-11-11,k560bp799,56,24
5710,2022-11-11,k666op178,38,9
5711,2022-11-11,k725xc73,3,3
5712,2022-11-11,k784cy98,96,54
5713,2022-11-11,k828oh24,10,8
5714,2022-11-11,k894co178,1,1
5715,2022-11-11,m044hx777,6,5
5716,2022-11-11,m054yk47,30,15
5717,2022-11-11,m129ht98,6,6
5718,2022-11-11,m244ck38,12,10
5719,2022-11-11,m250op68,64,52
5720,2022-11-11,m260kh18,1,1
5721,2022-11-11,m460ho197,2,2
5722,2022-11-11,m482ke97,10,6
5723,2022-11-11,m629hb98,24,1
5724,2022-11-11,m663hx198,2,2
5725,2022-11-11,m666ka98,155,123
5726,2022-11-11,m707mm78,52,38
5727,2022-11-11,m719ep152,53,24
5728,2022-11-11,m973by78,17,15
5729,2022-11-11,o007my790,1,1
5730,2022-11-11,o219ty198,205,149
5731,2022-11-11,o312hk799,8,4
5732,2022-11-11,o543mc174,2,2
5733,2022-11-11,o581kp761,1,1
5734,2022-11-11,o658po799,8,5
5735,2022-11-11,o783bh790,1285,884
5736,2022-11-11,o969am198,38,25
5737,2022-11-11,p176hh198,8,7
5738,2022-11-11,p282oe198,154,129
5739,2022-11-11,p423cp74,9,8
5740,2022-11-11,p444ky777,403,322
5741,2022-11-11,p461eo51,1,1
5742,2022-11-11,p536kh761,7,6
5743,2022-11-11,p556to799,15,7
5744,2022-11-11,p745hb198,16,14
5745,2022-11-11,p745mh102,90,68
5746,2022-11-11,p803ee56,4,4
5747,2022-11-11,t146yc56,660,438
5748,2022-11-11,t190yp98,66,24
5749,2022-11-11,t287at177,6,6
5750,2022-11-11,t522mm797,43,41
5751,2022-11-11,t531ka77,4,4
5752,2022-11-11,t532ey797,48,31
5753,2022-11-11,t621bc39,43,14
5754,2022-11-11,t790ek761,5,3
5755,2022-11-11,t834kx124,1,1
5756,2022-11-11,t949kt78,18,16
5757,2022-11-11,x035em193,12,11
5758,2022-11-11,x085ee98,9,8
5759,2022-11-11,x242ay797,46,30
5760,2022-11-11,x302ce98,5,4
5761,2022-11-11,x444bc197,120,94
5762,2022-11-11,x630om161,8,7
5763,2022-11-11,x645ph177,5,5
5764,2022-11-11,x922mm56,2,2
5765,2022-11-11,x947yk174,10,7
5766,2022-11-11,y090oe26,179,143
5767,2022-11-11,y150op77,3,3
5768,2022-11-11,y455co750,19,15
5769,2022-11-11,y534ce24,8,6
5770,2022-11-11,y535ao47,57,35
5771,2022-11-11,y685yx174,5,5
5772,2022-11-11,y769aa178,22,19
5773,2022-11-12,a011ko790,2,2
5774,2022-11-12,a019pp186,6,6
5775,2022-11-12,a201ah761,3,3
5776,2022-11-12,a261ab198,17,16
5777,2022-11-12,a307hk156,1,1
5778,2022-11-12,a325bt198,11,9
5779,2022-11-12,a388xh122,31,22
5780,2022-11-12,a474ka159,1,1
5781,2022-11-12,a637bb178,44,19
5782,2022-11-12,a642ab136,765,602
5783,2022-11-12,a713bx790,128,110
5784,2022-11-12,a714ht38,1196,788
5785,2022-11-12,a894ep152,1,1
5786,2022-11-12,a988ao54,17,17
5787,2022-11-12,b144kh198,58,27
5788,2022-11-12,b144ko147,8,5
5789,2022-11-12,b166pe750,38,32
5790,2022-11-12,b306ab797,79,65
5791,2022-11-12,b450yk24,22,21
5792,2022-11-12,b666mp66,2966,1844
5793,2022-11-12,b772ay05,3,3
5794,2022-11-12,b944hx190,77,33
5795,2022-11-12,c025ex797,35,20
5796,2022-11-12,c060cp78,5,5
5797,2022-11-12,c491ab797,19,7
5798,2022-11-12,c579bc154,9,7
5799,2022-11-12,c610pp39,211,182
5800,2022-11-12,c815mp09,146,114
5801,2022-11-12,c830bm797,6,6
5802,2022-11-12,e015mt51,9,9
5803,2022-11-12,e040xk196,4,1
5804,2022-11-12,e100pe61,5,4
5805,2022-11-12,e184ph40,45,37
5806,2022-11-12,e321mx750,18,15
5807,2022-11-12,e354yp777,3,3
5808,2022-11-12,e419ac11,13,11
5809,2022-11-12,e426kh98,4,3
5810,2022-11-12,e557ox750,1,1
5811,2022-11-12,e582ob154,1,1
5812,2022-11-12,e839bh150,36,28
5813,2022-11-12,e923mo03,2,2
5814,2022-11-12,e945yy163,1,1
5815,2022-11-12,e954yh154,7,6
5816,2022-11-12,e985et124,9,6
5817,2022-11-12,h003ek178,12,12
5818,2022-11-12,h081ty93,62,45
5819,2022-11-12,h191yo26,186,150
5820,2022-11-12,h227kx62,29,23
5821,2022-11-12,h605ht102,8,6
5822,2022-11-12,h795ek47,14,14
5823,2022-11-12,k090mo777,1,1
5824,2022-11-12,k118ek18,2,2
5825,2022-11-12,k140hm198,39,35
5826,2022-11-12,k426ek199,1,1
5827,2022-11-12,k484kh98,3,2
5828,2022-11-12,k560bp799,41,14
5829,2022-11-12,k666op178,29,4
5830,2022-11-12,k725xc73,5,4
5831,2022-11-12,k784cy98,84,38
5832,2022-11-12,k828oh24,13,13
5833,2022-11-12,k894co178,7,4
5834,2022-11-12,m044hx777,2,2
5835,2022-11-12,m054yk47,24,19
5836,2022-11-12,m129ht98,8,6
5837,2022-11-12,m244ck38,7,7
5838,2022-11-12,m250op68,26,23
5839,2022-11-12,m460ho197,3,3
5840,2022-11-12,m482ke97,8,5
5841,2022-11-12,m629hb98,25,1
5842,2022-11-12,m663hx198,1,1
5843,2022-11-12,m666ka98,146,118
5844,2022-11-12,m707mm78,28,23
5845,2022-11-12,m719ep152,30,19
5846,2022-11-12,m973by78,15,15
5847,2022-11-12,o219ty198,162,130
5848,2022-11-12,o312hk799,2,2
5849,2022-11-12,o543mc174,5,5
5850,2022-11-12,o581kp761,5,4
5851,2022-11-12,o658po799,6,2
5852,2022-11-12,o783bh790,983,695
5853,2022-11-12,o969am198,21,17
5854,2022-11-12,p176hh198,4,3
5855,2022-11-12,p282oe198,146,118
5856,2022-11-12,p423cp74,3,3
5857,2022-11-12,p444ky777,320,245
5858,2022-11-12,p536kh761,5,5
5859,2022-11-12,p556to799,9,9
5860,2022-11-12,p745hb198,12,11
5861,2022-11-12,p745mh102,77,61
5862,2022-11-12,p803ee56,2,2
5863,2022-11-12,t146yc56,721,499
5864,2022-11-12,t190yp98,65,34
5865,2022-11-12,t287at177,2,2
5866,2022-11-12,t522mm797,51,50
5867,2022-11-12,t531ka77,5,5
5868,2022-11-12,t532ey797,31,21
5869,2022-11-12,t621bc39,54,27
5870,2022-11-12,t790ek761,9,6
5871,2022-11-12,t834kx124,1,1
5872,2022-11-12,t949kt78,17,7
5873,2022-11-12,x035em193,13,9
5874,2022-11-12,x085ee98,14,13
5875,2022-11-12,x242ay797,17,14
5876,2022-11-12,x302ce98,4,3
5877,2022-11-12,x304ak152,7,5
5878,2022-11-12,x444bc197,135,110
5879,2022-11-12,x630om161,10,9
5880,2022-11-12,x645ph177,9,9
5881,2022-11-12,x920mb56,5,5
5882,2022-11-12,x922mm56,1,1
5883,2022-11-12,x947yk174,8,5
5884,2022-11-12,y090oe26,169,136
5885,2022-11-12,y150op77,1,1
5886,2022-11-12,y199yc777,1,1
5887,2022-11-12,y455co750,13,13
5888,2022-11-12,y534ce24,4,4
5889,2022-11-12,y535ao47,51,31
5890,2022-11-12,y685yx174,18,3
5891,2022-11-12,y769aa178,36,34
5892,2022-11-13,a019pp186,8,7
5893,2022-11-13,a201ah761,3,3
5894,2022-11-13,a261ab198,30,28
5895,2022-11-13,a325bt198,11,9
5896,2022-11-13,a388xh122,29,26
5897,2022-11-13,a637bb178,54,24
5898,2022-11-13,a642ab136,556,439
5899,2022-11-13,a713bx790,127,107
5900,2022-11-13,a714ht38,1218,805
5901,2022-11-13,a894ep152,4,2
5902,2022-11-13,a988ao54,19,19
5903,2022-11-13,b144kh198,60,26
5904,2022-11-13,b144ko147,11,5
5905,2022-11-13,b166pe750,21,19
5906,2022-11-13,b306ab797,94,79
5907,2022-11-13,b450yk24,20,19
5908,2022-11-13,b666mp66,1927,1251
5909,2022-11-13,b772ay05,3,3
5910,2022-11-13,b944hx190,129,64
5911,2022-11-13,c025ex797,20,19
5912,2022-11-13,c060cp78,12,10
5913,2022-11-13,c491ab797,35,8
5914,2022-11-13,c579bc154,13,8
5915,2022-11-13,c610pp39,199,175
5916,2022-11-13,c815mp09,144,115
5917,2022-11-13,c830bm797,6,6
5918,2022-11-13,c982ec150,10,5
5919,2022-11-13,e015mt51,14,13
5920,2022-11-13,e040xk196,8,2
5921,2022-11-13,e100pe61,4,4
5922,2022-11-13,e184ph40,37,26
5923,2022-11-13,e321mx750,56,27
5924,2022-11-13,e354yp777,3,3
5925,2022-11-13,e419ac11,11,8
5926,2022-11-13,e426kh98,12,9
5927,2022-11-13,e557ox750,1,1
5928,2022-11-13,e839bh150,27,22
5929,2022-11-13,e923mo03,6,4
5930,2022-11-13,e954yh154,6,6
5931,2022-11-13,e985et124,8,7
5932,2022-11-13,h003ek178,12,10
5933,2022-11-13,h081ty93,72,50
5934,2022-11-13,h191yo26,188,149
5935,2022-11-13,h227kx62,25,22
5936,2022-11-13,h605ht102,7,7
5937,2022-11-13,h795ek47,10,9
5938,2022-11-13,k090mo777,1,1
5939,2022-11-13,k118ek18,29,8
5940,2022-11-13,k140hm198,28,26
5941,2022-11-13,k484kh98,2,2
5942,2022-11-13,k560bp799,40,17
5943,2022-11-13,k666op178,36,10
5944,2022-11-13,k784cy98,89,46
5945,2022-11-13,k828oh24,9,7
5946,2022-11-13,k894co178,8,7
5947,2022-11-13,m044hx777,3,3
5948,2022-11-13,m054yk47,18,11
5949,2022-11-13,m129ht98,11,10
5950,2022-11-13,m244ck38,21,11
5951,2022-11-13,m250op68,51,44
5952,2022-11-13,m260kh18,1,1
5953,2022-11-13,m460ho197,1,1
5954,2022-11-13,m482ke97,11,7
5955,2022-11-13,m629hb98,25,1
5956,2022-11-13,m663hx198,1,1
5957,2022-11-13,m666ka98,125,104
5958,2022-11-13,m707mm78,45,35
5959,2022-11-13,m719ep152,22,20
5960,2022-11-13,m973by78,12,12
5961,2022-11-13,o007my790,2,2
5962,2022-11-13,o219ty198,168,126
5963,2022-11-13,o312hk799,4,3
5964,2022-11-13,o386bt40,3,1
5965,2022-11-13,o543mc174,1,1
5966,2022-11-13,o581kp761,8,4
5967,2022-11-13,o783bh790,990,724
5968,2022-11-13,o969am198,26,22
5969,2022-11-13,p176hh198,4,4
5970,2022-11-13,p282oe198,127,120
5971,2022-11-13,p423cp74,18,12
5972,2022-11-13,p444ky777,284,205
5973,2022-11-13,p536kh761,8,6
5974,2022-11-13,p556to799,14,11
5975,2022-11-13,p745hb198,21,17
5976,2022-11-13,p745mh102,64,52
5977,2022-11-13,p803ee56,4,3
5978,2022-11-13,t146yc56,700,508
5979,2022-11-13,t190yp98,104,56
5980,2022-11-13,t287at177,10,7
5981,2022-11-13,t522mm797,37,34
5982,2022-11-13,t531ka77,2,2
5983,2022-11-13,t532ey797,14,6
5984,2022-11-13,t621bc39,80,55
5985,2022-11-13,t790ek761,10,8
5986,2022-11-13,t949kt78,5,5
5987,2022-11-13,x035em193,7,6
5988,2022-11-13,x085ee98,14,12
5989,2022-11-13,x242ay797,14,8
5990,2022-11-13,x302ce98,8,6
5991,2022-11-13,x304ak152,4,4
5992,2022-11-13,x444bc197,142,110
5993,2022-11-13,x630om161,3,3
5994,2022-11-13,x645ph177,6,5
5995,2022-11-13,x920mb56,6,5
5996,2022-11-13,x922mm56,3,3
5997,2022-11-13,x947yk174,17,7
5998,2022-11-13,y090oe26,186,122
5999,2022-11-13,y150op77,2,2
6000,2022-11-13,y455co750,19,14
6001,2022-11-13,y534ce24,10,9
6002,2022-11-13,y535ao47,38,22
6003,2022-11-13,y685yx174,3,2
6004,2022-11-13,y769aa178,41,36
6005,2022-11-14,a011ko790,1,1
6006,2022-11-14,a019pp186,8,8
6007,2022-11-14,a201ah761,5,5
6008,2022-11-14,a261ab198,20,17
6009,2022-11-14,a325bt198,11,11
6010,2022-11-14,a388xh122,32,27
6011,2022-11-14,a474ka159,2,2
6012,2022-11-14,a637bb178,29,16
6013,2022-11-14,a642ab136,364,271
6014,2022-11-14,a713bx790,141,119
6015,2022-11-14,a714ht38,1317,782
6016,2022-11-14,a894ep152,5,2
6017,2022-11-14,a988ao54,34,24
6018,2022-11-14,b144kh198,73,40
6019,2022-11-14,b144ko147,6,5
6020,2022-11-14,b166pe750,32,24
6021,2022-11-14,b306ab797,105,96
6022,2022-11-14,b450yk24,14,14
6023,2022-11-14,b666mp66,1702,1106
6024,2022-11-14,b772ay05,1,1
6025,2022-11-14,b795mc156,3,3
6026,2022-11-14,b944hx190,133,58
6027,2022-11-14,c025ex797,32,25
6028,2022-11-14,c060cp78,6,4
6029,2022-11-14,c491ab797,33,11
6030,2022-11-14,c579bc154,16,11
6031,2022-11-14,c610pp39,193,182
6032,2022-11-14,c815mp09,120,88
6033,2022-11-14,c830bm797,4,4
6034,2022-11-14,c982ec150,5,3
6035,2022-11-14,e015mt51,10,9
6036,2022-11-14,e100pe61,3,3
6037,2022-11-14,e184ph40,50,33
6038,2022-11-14,e321mx750,44,24
6039,2022-11-14,e354yp777,2,2
6040,2022-11-14,e419ac11,12,12
6041,2022-11-14,e426kh98,6,6
6042,2022-11-14,e557ox750,3,3
6043,2022-11-14,e839bh150,39,35
6044,2022-11-14,e923mo03,2,2
6045,2022-11-14,e945yy163,2,2
6046,2022-11-14,e954yh154,3,3
6047,2022-11-14,e985et124,18,11
6048,2022-11-14,h003ek178,10,10
6049,2022-11-14,h081ty93,68,54
6050,2022-11-14,h191yo26,167,148
6051,2022-11-14,h227kx62,14,11
6052,2022-11-14,h605ht102,6,4
6053,2022-11-14,h795ek47,14,13
6054,2022-11-14,k118ek18,6,5
6055,2022-11-14,k140hm198,50,44
6056,2022-11-14,k426ek199,24,10
6057,2022-11-14,k484kh98,6,6
6058,2022-11-14,k560bp799,45,19
6059,2022-11-14,k666op178,21,7
6060,2022-11-14,k684mx150,1,1
6061,2022-11-14,k725xc73,2,2
6062,2022-11-14,k784cy98,60,44
6063,2022-11-14,k828oh24,11,11
6064,2022-11-14,k894co178,6,6
6065,2022-11-14,m044hx777,8,4
6066,2022-11-14,m054yk47,25,18
6067,2022-11-14,m129ht98,9,9
6068,2022-11-14,m244ck38,5,5
6069,2022-11-14,m250op68,50,41
6070,2022-11-14,m460ho197,2,2
6071,2022-11-14,m482ke97,7,7
6072,2022-11-14,m629hb98,10,1
6073,2022-11-14,m663hx198,2,2
6074,2022-11-14,m666ka98,171,140
6075,2022-11-14,m707mm78,48,40
6076,2022-11-14,m719ep152,36,26
6077,2022-11-14,m973by78,13,10
6078,2022-11-14,o190yo177,1,1
6079,2022-11-14,o219ty198,259,196
6080,2022-11-14,o312hk799,5,5
6081,2022-11-14,o543mc174,2,1
6082,2022-11-14,o581kp761,4,4
6083,2022-11-14,o658po799,3,3
6084,2022-11-14,o783bh790,1299,962
6085,2022-11-14,o969am198,33,24
6086,2022-11-14,p176hh198,3,3
6087,2022-11-14,p282oe198,140,122
6088,2022-11-14,p423cp74,7,6
6089,2022-11-14,p444ky777,550,410
6090,2022-11-14,p536kh761,12,9
6091,2022-11-14,p556to799,14,14
6092,2022-11-14,p745hb198,16,16
6093,2022-11-14,p745mh102,104,78
6094,2022-11-14,p803ee56,8,8
6095,2022-11-14,t146yc56,651,429
6096,2022-11-14,t190yp98,55,32
6097,2022-11-14,t287at177,11,11
6098,2022-11-14,t522mm797,67,56
6099,2022-11-14,t532ey797,21,17
6100,2022-11-14,t621bc39,38,23
6101,2022-11-14,t790ek761,10,7
6102,2022-11-14,t834kx124,1,1
6103,2022-11-14,t949kt78,11,7
6104,2022-11-14,x035em193,15,12
6105,2022-11-14,x085ee98,19,18
6106,2022-11-14,x242ay797,23,17
6107,2022-11-14,x302ce98,4,4
6108,2022-11-14,x304ak152,5,5
6109,2022-11-14,x444bc197,118163,74592
6110,2022-11-14,x630om161,9,9
6111,2022-11-14,x645ph177,13,12
6112,2022-11-14,x920mb56,2,2
6113,2022-11-14,x922mm56,2,2
6114,2022-11-14,x947yk174,5,3
6115,2022-11-14,y090oe26,183,151
6116,2022-11-14,y150op77,2,2
6117,2022-11-14,y455co750,35,26
6118,2022-11-14,y534ce24,8,8
6119,2022-11-14,y535ao47,40,34
6120,2022-11-14,y685yx174,1,1
6121,2022-11-14,y769aa178,40,36
6122,2022-11-15,a011ko790,1,1
6123,2022-11-15,a019pp186,12,10
6124,2022-11-15,a201ah761,7,7
6125,2022-11-15,a261ab198,23,23
6126,2022-11-15,a307hk156,4,4
6127,2022-11-15,a325bt198,15,9
6128,2022-11-15,a388xh122,9,9
6129,2022-11-15,a474ka159,1,1
6130,2022-11-15,a637bb178,19,15
6131,2022-11-15,a642ab136,393,291
6132,2022-11-15,a713bx790,114,102
6133,2022-11-15,a714ht38,1236,734
6134,2022-11-15,a894ep152,4,4
6135,2022-11-15,a988ao54,31,29
6136,2022-11-15,b144kh198,50,17
6137,2022-11-15,b144ko147,18,6
6138,2022-11-15,b166pe750,19,18
6139,2022-11-15,b306ab797,82,70
6140,2022-11-15,b450yk24,13,13
6141,2022-11-15,b666mp66,2567,1724
6142,2022-11-15,b772ay05,1,1
6143,2022-11-15,b795mc156,2,2
6144,2022-11-15,b944hx190,113,43
6145,2022-11-15,c025ex797,33,19
6146,2022-11-15,c060cp78,15,7
6147,2022-11-15,c491ab797,30,11
6148,2022-11-15,c579bc154,14,7
6149,2022-11-15,c610pp39,175,158
6150,2022-11-15,c815mp09,114,71
6151,2022-11-15,c830bm797,3,3
6152,2022-11-15,e015mt51,10,9
6153,2022-11-15,e100pe61,3,3
6154,2022-11-15,e184ph40,39,29
6155,2022-11-15,e321mx750,24,17
6156,2022-11-15,e419ac11,5,5
6157,2022-11-15,e426kh98,2,2
6158,2022-11-15,e557ox750,2,2
6159,2022-11-15,e839bh150,24,23
6160,2022-11-15,e923mo03,2,2
6161,2022-11-15,e945yy163,2,2
6162,2022-11-15,e954yh154,8,7
6163,2022-11-15,e985et124,18,15
6164,2022-11-15,h003ek178,8,8
6165,2022-11-15,h081ty93,67,53
6166,2022-11-15,h191yo26,140,121
6167,2022-11-15,h227kx62,28,23
6168,2022-11-15,h605ht102,4,4
6169,2022-11-15,h795ek47,10,10
6170,2022-11-15,k090mo777,2,2
6171,2022-11-15,k118ek18,17,12
6172,2022-11-15,k140hm198,42,42
6173,2022-11-15,k426ek199,7,7
6174,2022-11-15,k484kh98,4,3
6175,2022-11-15,k560bp799,33,11
6176,2022-11-15,k666op178,5,5
6177,2022-11-15,k684mx150,1,1
6178,2022-11-15,k784cy98,88,43
6179,2022-11-15,k828oh24,21,11
6180,2022-11-15,k894co178,3,1
6181,2022-11-15,m044hx777,14,10
6182,2022-11-15,m054yk47,13,11
6183,2022-11-15,m129ht98,13,7
6184,2022-11-15,m244ck38,5,4
6185,2022-11-15,m250op68,52,43
6186,2022-11-15,m460ho197,1,1
6187,2022-11-15,m482ke97,9,8
6188,2022-11-15,m629hb98,1,1
6189,2022-11-15,m663hx198,3,3
6190,2022-11-15,m666ka98,126,105
6191,2022-11-15,m707mm78,47,35
6192,2022-11-15,m719ep152,23,14
6193,2022-11-15,m973by78,13,8
6194,2022-11-15,o190yo177,1,1
6195,2022-11-15,o219ty198,316,231
6196,2022-11-15,o312hk799,6,2
6197,2022-11-15,o386bt40,5,1
6198,2022-11-15,o543mc174,5,3
6199,2022-11-15,o581kp761,9,9
6200,2022-11-15,o783bh790,999,732
6201,2022-11-15,o969am198,75,57
6202,2022-11-15,p176hh198,6,4
6203,2022-11-15,p282oe198,156,131
6204,2022-11-15,p423cp74,6,5
6205,2022-11-15,p444ky777,276,202
6206,2022-11-15,p536kh761,4,4
6207,2022-11-15,p556to799,8,8
6208,2022-11-15,p745hb198,17,17
6209,2022-11-15,p745mh102,52,41
6210,2022-11-15,p803ee56,8,8
6211,2022-11-15,t146yc56,681,443
6212,2022-11-15,t190yp98,31,23
6213,2022-11-15,t287at177,6,4
6214,2022-11-15,t522mm797,52,43
6215,2022-11-15,t531ka77,4,4
6216,2022-11-15,t532ey797,19,11
6217,2022-11-15,t621bc39,25,24
6218,2022-11-15,t790ek761,8,5
6219,2022-11-15,t949kt78,7,7
6220,2022-11-15,x035em193,3,3
6221,2022-11-15,x085ee98,18,13
6222,2022-11-15,x242ay797,15,4
6223,2022-11-15,x302ce98,2,2
6224,2022-11-15,x304ak152,4,3
6225,2022-11-15,x444bc197,37791,23766
6226,2022-11-15,x630om161,5,5
6227,2022-11-15,x645ph177,7,7
6228,2022-11-15,x920mb56,3,3
6229,2022-11-15,x922mm56,3,3
6230,2022-11-15,x947yk174,1,1
6231,2022-11-15,y090oe26,128,101
6232,2022-11-15,y150op77,3,3
6233,2022-11-15,y199yc777,1,1
6234,2022-11-15,y455co750,42,37
6235,2022-11-15,y534ce24,8,7
6236,2022-11-15,y535ao47,40,26
6237,2022-11-15,y685yx174,3,3
6238,2022-11-15,y769aa178,44,37
6239,2022-11-16,a011ko790,1,1
6240,2022-11-16,a019pp186,11,10
6241,2022-11-16,a201ah761,12,7
6242,2022-11-16,a261ab198,20,18
6243,2022-11-16,a307hk156,1,1
6244,2022-11-16,a325bt198,11,11
6245,2022-11-16,a388xh122,25,18
6246,2022-11-16,a637bb178,10,9
6247,2022-11-16,a642ab136,332,228
6248,2022-11-16,a713bx790,99,88
6249,2022-11-16,a714ht38,1124,685
6250,2022-11-16,a894ep152,5,5
6251,2022-11-16,a988ao54,32,28
6252,2022-11-16,b144kh198,59,28
6253,2022-11-16,b144ko147,2,2
6254,2022-11-16,b166pe750,11,11
6255,2022-11-16,b306ab797,82,67
6256,2022-11-16,b450yk24,12,9
6257,2022-11-16,b666mp66,985,691
6258,2022-11-16,b944hx190,135,39
6259,2022-11-16,c025ex797,18,13
6260,2022-11-16,c060cp78,5,4
6261,2022-11-16,c491ab797,24,3
6262,2022-11-16,c579bc154,9,8
6263,2022-11-16,c610pp39,118,106
6264,2022-11-16,c815mp09,101,75
6265,2022-11-16,c830bm797,2,2
6266,2022-11-16,c982ec150,4,4
6267,2022-11-16,e015mt51,13,11
6268,2022-11-16,e040xk196,1,1
6269,2022-11-16,e184ph40,29,20
6270,2022-11-16,e321mx750,20,14
6271,2022-11-16,e419ac11,12,9
6272,2022-11-16,e426kh98,6,5
6273,2022-11-16,e557ox750,3,3
6274,2022-11-16,e839bh150,22,22
6275,2022-11-16,e923mo03,43,27
6276,2022-11-16,e945yy163,1,1
6277,2022-11-16,e954yh154,6,2
6278,2022-11-16,e985et124,7,6
6279,2022-11-16,h003ek178,4,4
6280,2022-11-16,h081ty93,73,56
6281,2022-11-16,h191yo26,126,100
6282,2022-11-16,h227kx62,19,15
6283,2022-11-16,h605ht102,4,4
6284,2022-11-16,h795ek47,13,10
6285,2022-11-16,k090mo777,2,2
6286,2022-11-16,k118ek18,9,6
6287,2022-11-16,k140hm198,47,47
6288,2022-11-16,k426ek199,9,4
6289,2022-11-16,k484kh98,1,1
6290,2022-11-16,k560bp799,31,10
6291,2022-11-16,k666op178,2,2
6292,2022-11-16,k725xc73,1,1
6293,2022-11-16,k784cy98,69,41
6294,2022-11-16,k828oh24,21,17
6295,2022-11-16,k894co178,4,2
6296,2022-11-16,m044hx777,5,4
6297,2022-11-16,m054yk47,18,13
6298,2022-11-16,m129ht98,11,11
6299,2022-11-16,m250op68,29,27
6300,2022-11-16,m260kh18,1,1
6301,2022-11-16,m460ho197,3,3
6302,2022-11-16,m482ke97,11,9
6303,2022-11-16,m663hx198,3,2
6304,2022-11-16,m666ka98,107,84
6305,2022-11-16,m707mm78,65,42
6306,2022-11-16,m719ep152,27,20
6307,2022-11-16,m973by78,10,7
6308,2022-11-16,o219ty198,207,157
6309,2022-11-16,o312hk799,1,1
6310,2022-11-16,o386bt40,2,2
6311,2022-11-16,o543mc174,3,3
6312,2022-11-16,o658po799,3,3
6313,2022-11-16,o783bh790,807,565
6314,2022-11-16,o969am198,22,22
6315,2022-11-16,p176hh198,1,1
6316,2022-11-16,p282oe198,149,126
6317,2022-11-16,p423cp74,8,7
6318,2022-11-16,p444ky777,232,168
6319,2022-11-16,p536kh761,5,5
6320,2022-11-16,p556to799,10,8
6321,2022-11-16,p745hb198,15,15
6322,2022-11-16,p745mh102,54,38
6323,2022-11-16,p803ee56,4,3
6324,2022-11-16,t146yc56,632,393
6325,2022-11-16,t190yp98,28,23
6326,2022-11-16,t287at177,6,5
6327,2022-11-16,t522mm797,33,31
6328,2022-11-16,t531ka77,5,5
6329,2022-11-16,t532ey797,12,9
6330,2022-11-16,t621bc39,27,24
6331,2022-11-16,t790ek761,7,7
6332,2022-11-16,t834kx124,1,1
6333,2022-11-16,t949kt78,6,3
6334,2022-11-16,x035em193,3,3
6335,2022-11-16,x085ee98,17,13
6336,2022-11-16,x242ay797,13,9
6337,2022-11-16,x302ce98,13,13
6338,2022-11-16,x304ak152,6,6
6339,2022-11-16,x444bc197,13086,7955
6340,2022-11-16,x630om161,8,6
6341,2022-11-16,x645ph177,8,7
6342,2022-11-16,x920mb56,7,7
6343,2022-11-16,x922mm56,4,4
6344,2022-11-16,x947yk174,2,2
6345,2022-11-16,y090oe26,149,108
6346,2022-11-16,y150op77,1,1
6347,2022-11-16,y455co750,24,21
6348,2022-11-16,y534ce24,10,9
6349,2022-11-16,y535ao47,45,26
6350,2022-11-16,y769aa178,48,42
6351,2022-11-17,a019pp186,5,4
6352,2022-11-17,a201ah761,3,3
6353,2022-11-17,a261ab198,21,17
6354,2022-11-17,a325bt198,23,15
6355,2022-11-17,a388xh122,24,23
6356,2022-11-17,a474ka159,1,1
6357,2022-11-17,a637bb178,28,24
6358,2022-11-17,a642ab136,246,168
6359,2022-11-17,a713bx790,89,86
6360,2022-11-17,a714ht38,1157,671
6361,2022-11-17,a894ep152,7,7
6362,2022-11-17,a988ao54,29,27
6363,2022-11-17,b144kh198,50,20
6364,2022-11-17,b166pe750,18,17
6365,2022-11-17,b306ab797,73,62
6366,2022-11-17,b450yk24,24,21
6367,2022-11-17,b666mp66,664,504
6368,2022-11-17,b795mc156,1,1
6369,2022-11-17,b944hx190,70,31
6370,2022-11-17,c025ex797,26,16
6371,2022-11-17,c060cp78,4,3
6372,2022-11-17,c491ab797,32,9
6373,2022-11-17,c579bc154,6,6
6374,2022-11-17,c610pp39,107,95
6375,2022-11-17,c815mp09,121,100
6376,2022-11-17,c830bm797,1,1
6377,2022-11-17,c982ec150,2,2
6378,2022-11-17,e015mt51,8,5
6379,2022-11-17,e040xk196,1,1
6380,2022-11-17,e100pe61,3,3
6381,2022-11-17,e184ph40,39,32
