"count(1)","search_query","created_at_date"
"5","p064cy47","08/06/21"
"1","p183pm750","28/04/21"
"1","p183pm750","06/05/21"
"1","p183pm750","15/05/21"
"1","p183pm750","31/05/21"
"4","p183pm750","04/06/21"
"23","p183pm750","07/06/21"
"2","p183pm750","08/06/21"
"156","p202oe62","10/05/21"
"18","p202oe62","11/05/21"
"17","p202oe62","12/05/21"
"14","p202oe62","13/05/21"
"11","p202oe62","14/05/21"
"6","p202oe62","15/05/21"
"1","p202oe62","16/05/21"
"6","p202oe62","17/05/21"
"2","p202oe62","18/05/21"
"4","p202oe62","19/05/21"
"2295","p202oe62","20/05/21"
"1857","p202oe62","21/05/21"
"574","p202oe62","22/05/21"
"428","p202oe62","23/05/21"
"251","p202oe62","24/05/21"
"111","p202oe62","25/05/21"
"90","p202oe62","26/05/21"
"56","p202oe62","27/05/21"
"47","p202oe62","28/05/21"
"33","p202oe62","29/05/21"
"36","p202oe62","30/05/21"
"21","p202oe62","31/05/21"
"44","p202oe62","01/06/21"
"15","p202oe62","02/06/21"
"23","p202oe62","03/06/21"
"17","p202oe62","04/06/21"
"10","p202oe62","05/06/21"
"9","p202oe62","06/06/21"
"13","p202oe62","07/06/21"
"12","p202oe62","08/06/21"
"31","p444ky777","24/04/21"
"14","p444ky777","25/04/21"
"60","p444ky777","26/04/21"
"58","p444ky777","27/04/21"
"19","p444ky777","28/04/21"
"35","p444ky777","29/04/21"
"53","p444ky777","30/04/21"
"138","p444ky777","01/05/21"
"26","p444ky777","02/05/21"
"51","p444ky777","03/05/21"
"98","p444ky777","04/05/21"
"51","p444ky777","05/05/21"
"41","p444ky777","06/05/21"
"34","p444ky777","07/05/21"
"27","p444ky777","08/05/21"
"66","p444ky777","09/05/21"
"40","p444ky777","10/05/21"
"35","p444ky777","11/05/21"
"18","p444ky777","12/05/21"
"57","p444ky777","13/05/21"
"33","p444ky777","14/05/21"
"13","p444ky777","15/05/21"
"30","p444ky777","16/05/21"
"37","p444ky777","17/05/21"
"1026","p444ky777","18/05/21"
"407","p444ky777","19/05/21"
"312","p444ky777","20/05/21"
"102","p444ky777","21/05/21"
"79","p444ky777","22/05/21"
"77","p444ky777","23/05/21"
"118","p444ky777","24/05/21"
"88","p444ky777","25/05/21"
"69","p444ky777","26/05/21"
"86","p444ky777","27/05/21"
"83","p444ky777","28/05/21"
"48","p444ky777","29/05/21"
"56","p444ky777","30/05/21"
"28","p444ky777","31/05/21"
"52","p444ky777","01/06/21"
"44","p444ky777","02/06/21"
"68","p444ky777","03/06/21"
"52","p444ky777","04/06/21"
"29","p444ky777","05/06/21"
"20","p444ky777","06/06/21"
"287","p444ky777","07/06/21"
"116","p444ky777","08/06/21"
"2","p756tt102","20/05/21"
"2","p756tt102","23/05/21"
"4","p756tt102","24/05/21"
"151","p756tt102","25/05/21"
"69","p756tt102","26/05/21"
"60","p756tt102","27/05/21"
"26","p756tt102","28/05/21"
"10","p756tt102","29/05/21"
"3","p756tt102","30/05/21"
"2","p756tt102","31/05/21"
"4","p756tt102","01/06/21"
"2","p756tt102","02/06/21"
"1","p756tt102","05/06/21"
"2","p756tt102","07/06/21"
"3","p762ye161","26/05/21"
"3544","p762ye161","27/05/21"
"2930","p762ye161","28/05/21"
"720","p762ye161","29/05/21"
"450","p762ye161","30/05/21"
"367","p762ye161","31/05/21"
"361","p762ye161","01/06/21"
"277","p762ye161","02/06/21"
"144","p762ye161","03/06/21"
"117","p762ye161","04/06/21"
"133","p762ye161","05/06/21"
"91","p762ye161","06/06/21"
"86","p762ye161","07/06/21"
"105","p762ye161","08/06/21"
"1","p950yk77","26/04/21"
"2","p950yk77","04/05/21"
"1","p950yk77","05/05/21"
"2","p950yk77","12/05/21"
"4","p950yk77","14/05/21"
"4","p950yk77","15/05/21"
"2","p950yk77","16/05/21"
"3","p950yk77","17/05/21"
"3","p950yk77","19/05/21"
"1","p950yk77","20/05/21"
"1","p950yk77","22/05/21"
"4","p950yk77","23/05/21"
"2","p950yk77","24/05/21"
"11","p950yk77","25/05/21"
"22","p950yk77","27/05/21"
"41","p950yk77","28/05/21"
"7","p950yk77","29/05/21"
"3","p950yk77","30/05/21"
"5","p950yk77","31/05/21"
"2","p950yk77","01/06/21"
"6","p950yk77","02/06/21"
"5","p950yk77","03/06/21"
"3","p950yk77","04/06/21"
"1","p950yk77","05/06/21"
"2","p950yk77","06/06/21"
"2","p950yk77","07/06/21"
"3","p950yk77","08/06/21"
"5","t288ep178","27/05/21"
"2","t288ep178","30/05/21"
"1","t288ep178","02/06/21"
"6","t288ep178","05/06/21"
"5","t288ep178","06/06/21"
"2","t288ep178","07/06/21"
"2","t288ep178","08/06/21"
"2","t353bp18","22/05/21"
"1","t353bp18","24/05/21"
"2","t353bp18","26/05/21"
"239","t353bp18","30/05/21"
"282","t353bp18","31/05/21"
"147","t353bp18","01/06/21"
"73","t353bp18","02/06/21"
"61","t353bp18","03/06/21"
"27","t353bp18","04/06/21"
"13","t353bp18","05/06/21"
"20","t353bp18","06/06/21"
"11","t353bp18","07/06/21"
"13","t353bp18","08/06/21"
"1","t383ya31","30/04/21"
"1","t383ya31","04/05/21"
"1","t383ya31","05/05/21"
"1","t383ya31","12/05/21"
"1","t383ya31","16/05/21"
"6418","t383ya31","17/05/21"
"24593","t383ya31","18/05/21"
"6450","t383ya31","19/05/21"
"3061","t383ya31","20/05/21"
"1155","t383ya31","21/05/21"
"892","t383ya31","22/05/21"
"902","t383ya31","23/05/21"
"774","t383ya31","24/05/21"
"431","t383ya31","25/05/21"
"343","t383ya31","26/05/21"
"207","t383ya31","27/05/21"
"220","t383ya31","28/05/21"
"203","t383ya31","29/05/21"
"244","t383ya31","30/05/21"
"263","t383ya31","31/05/21"
"256","t383ya31","01/06/21"
"146","t383ya31","02/06/21"
"133","t383ya31","03/06/21"
"129","t383ya31","04/06/21"
"96","t383ya31","05/06/21"
"112","t383ya31","06/06/21"
"173","t383ya31","07/06/21"
"136","t383ya31","08/06/21"
"29","t444be790","24/04/21"
"16","t444be790","25/04/21"
"63","t444be790","26/04/21"
"37","t444be790","27/04/21"
"32","t444be790","28/04/21"
"49","t444be790","29/04/21"
"75","t444be790","30/04/21"
"46","t444be790","01/05/21"
"30","t444be790","02/05/21"
"72","t444be790","03/05/21"
"86","t444be790","04/05/21"
"58","t444be790","05/05/21"
"53","t444be790","06/05/21"
"30","t444be790","07/05/21"
"33","t444be790","08/05/21"
"38","t444be790","09/05/21"
"25","t444be790","10/05/21"
"32","t444be790","11/05/21"
"35","t444be790","12/05/21"
"56","t444be790","13/05/21"
"18","t444be790","14/05/21"
"9","t444be790","15/05/21"
"22","t444be790","16/05/21"
"23","t444be790","17/05/21"
"43150","t444be790","18/05/21"
"7415","t444be790","19/05/21"
"2663","t444be790","20/05/21"
"1662","t444be790","21/05/21"
"906","t444be790","22/05/21"
"1211","t444be790","23/05/21"
"1530","t444be790","24/05/21"
"798","t444be790","25/05/21"
"878","t444be790","26/05/21"
"788","t444be790","27/05/21"
"645","t444be790","28/05/21"
"450","t444be790","29/05/21"
"363","t444be790","30/05/21"
"339","t444be790","31/05/21"
"559","t444be790","01/06/21"
"432","t444be790","02/06/21"
"317","t444be790","03/06/21"
"362","t444be790","04/06/21"
"253","t444be790","05/06/21"
"232","t444be790","06/06/21"
"672","t444be790","07/06/21"
"666","t444be790","08/06/21"
"1","t447ba797","29/04/21"
"1","t447ba797","08/05/21"
"2","t447ba797","14/05/21"
"1","t447ba797","15/05/21"
"1","t447ba797","16/05/21"
"1","t447ba797","17/05/21"
"70","t447ba797","18/05/21"
"63","t447ba797","19/05/21"
"20","t447ba797","20/05/21"
"12","t447ba797","21/05/21"
"5","t447ba797","22/05/21"
"5","t447ba797","24/05/21"
"2","t447ba797","25/05/21"
"1","t447ba797","26/05/21"
"2","t447ba797","27/05/21"
"5","t447ba797","28/05/21"
"3","t447ba797","29/05/21"
"3","t447ba797","30/05/21"
"7","t447ba797","31/05/21"
"13","t447ba797","01/06/21"
"10","t447ba797","02/06/21"
"4","t447ba797","03/06/21"
"1","t447ba797","05/06/21"
"2","t447ba797","06/06/21"
"6","t447ba797","07/06/21"
"3","t447ba797","08/06/21"
"3","t863bk161","13/05/21"
"715","t863bk161","17/05/21"
"1142","t863bk161","18/05/21"
"210","t863bk161","19/05/21"
"66","t863bk161","20/05/21"
"21","t863bk161","21/05/21"
"40","t863bk161","22/05/21"
"17","t863bk161","23/05/21"
"16","t863bk161","24/05/21"
"50","t863bk161","25/05/21"
"47","t863bk161","26/05/21"
"43","t863bk161","27/05/21"
"22","t863bk161","28/05/21"
"24","t863bk161","29/05/21"
"22","t863bk161","30/05/21"
"21","t863bk161","31/05/21"
"15","t863bk161","01/06/21"
"21","t863bk161","02/06/21"
"13","t863bk161","03/06/21"
"15","t863bk161","04/06/21"
"23","t863bk161","05/06/21"
"14","t863bk161","06/06/21"
"15","t863bk161","07/06/21"
"9","t863bk161","08/06/21"
"1","t864tp56","06/05/21"
"1","t864tp56","08/05/21"
"1","t864tp56","10/05/21"
"1","t864tp56","11/05/21"
"848","t864tp56","16/05/21"
"1464","t864tp56","17/05/21"
"99","t864tp56","18/05/21"
"49","t864tp56","19/05/21"
"26","t864tp56","20/05/21"
"31","t864tp56","21/05/21"
"26","t864tp56","22/05/21"
"7","t864tp56","23/05/21"
"13","t864tp56","24/05/21"
"11","t864tp56","25/05/21"
"3","t864tp56","26/05/21"
"2","t864tp56","27/05/21"
"5","t864tp56","28/05/21"
"3","t864tp56","29/05/21"
"6","t864tp56","30/05/21"
"6","t864tp56","31/05/21"
"3","t864tp56","01/06/21"
"3","t864tp56","02/06/21"
"8","t864tp56","03/06/21"
"4","t864tp56","04/06/21"
"5","t864tp56","05/06/21"
"2","t864tp56","06/06/21"
"6","t864tp56","07/06/21"
"7","t864tp56","08/06/21"
"3","t999bb777","24/04/21"
"2","t999bb777","25/04/21"
"1","t999bb777","27/04/21"
"1","t999bb777","04/05/21"
"1","t999bb777","05/05/21"
"2","t999bb777","07/05/21"
"2","t999bb777","09/05/21"
"3","t999bb777","11/05/21"
"2","t999bb777","17/05/21"
"5","t999bb777","18/05/21"
"15","t999bb777","20/05/21"
"2","t999bb777","21/05/21"
"1","t999bb777","22/05/21"
"1","t999bb777","24/05/21"
"1","t999bb777","25/05/21"
"1","t999bb777","27/05/21"
"1","t999bb777","28/05/21"
"3","t999bb777","29/05/21"
"1","t999bb777","31/05/21"
"2","t999bb777","01/06/21"
"3","t999bb777","02/06/21"
"10","t999bb777","03/06/21"
"2","t999bb777","04/06/21"
"2","t999bb777","05/06/21"
"2","t999bb777","06/06/21"
"53","t999bb777","07/06/21"
"107","t999bb777","08/06/21"
"7","x001am77","24/04/21"
"10","x001am77","25/04/21"
"7","x001am77","26/04/21"
"7","x001am77","27/04/21"
"5","x001am77","28/04/21"
"5","x001am77","29/04/21"
"7","x001am77","30/04/21"
"3","x001am77","01/05/21"
"3","x001am77","02/05/21"
"8","x001am77","03/05/21"
"18","x001am77","04/05/21"
"5","x001am77","05/05/21"
"9","x001am77","06/05/21"
"12","x001am77","07/05/21"
"11","x001am77","08/05/21"
"7","x001am77","09/05/21"
"7","x001am77","10/05/21"
"12","x001am77","11/05/21"
"10","x001am77","12/05/21"
"17","x001am77","13/05/21"
"10","x001am77","14/05/21"
"19","x001am77","15/05/21"
"10","x001am77","16/05/21"
"10","x001am77","17/05/21"
"16","x001am77","18/05/21"
"8","x001am77","19/05/21"
"9","x001am77","20/05/21"
"9","x001am77","21/05/21"
"13","x001am77","22/05/21"
"10","x001am77","23/05/21"
"17","x001am77","24/05/21"
"11","x001am77","25/05/21"
"6","x001am77","26/05/21"
"8","x001am77","27/05/21"
"9","x001am77","28/05/21"
"13","x001am77","29/05/21"
"9","x001am77","30/05/21"
"16","x001am77","31/05/21"
"84","x001am77","01/06/21"
"32","x001am77","02/06/21"
"26","x001am77","03/06/21"
"24","x001am77","04/06/21"
"19","x001am77","05/06/21"
"29","x001am77","06/06/21"
"39","x001am77","07/06/21"
"29","x001am77","08/06/21"
"1","x009am777","24/04/21"
"1","x009am777","25/04/21"
"3","x009am777","26/04/21"
"1","x009am777","28/04/21"
"2","x009am777","29/04/21"
"1","x009am777","03/05/21"
"1","x009am777","05/05/21"
"1","x009am777","06/05/21"
"1","x009am777","07/05/21"
"1","x009am777","11/05/21"
"3","x009am777","13/05/21"
"1","x009am777","14/05/21"
"1","x009am777","16/05/21"
"1","x009am777","18/05/21"
"1","x009am777","19/05/21"
"2","x009am777","23/05/21"
"1","x009am777","25/05/21"
"1","x009am777","26/05/21"
"2","x009am777","29/05/21"
"154","x009am777","30/05/21"
"518","x009am777","31/05/21"
"47","x009am777","01/06/21"
"15","x009am777","02/06/21"
"16","x009am777","03/06/21"
"10","x009am777","04/06/21"
"29","x009am777","05/06/21"
"78","x009am777","06/06/21"
"110","x009am777","07/06/21"
"41","x009am777","08/06/21"
"1","x010pm123","23/05/21"
"1","x010pm123","29/05/21"
"335","x010pm123","30/05/21"
"1183","x010pm123","31/05/21"
"111","x010pm123","01/06/21"
"30","x010pm123","02/06/21"
"44","x010pm123","03/06/21"
"25","x010pm123","04/06/21"
"61","x010pm123","05/06/21"
"193","x010pm123","06/06/21"
"200","x010pm123","07/06/21"
"78","x010pm123","08/06/21"
"2","x063ep178","24/04/21"
"2","x063ep178","25/04/21"
"1","x063ep178","27/04/21"
"1","x063ep178","28/04/21"
"4","x063ep178","29/04/21"
"1","x063ep178","30/04/21"
"1","x063ep178","04/05/21"
"6","x063ep178","06/05/21"
"3","x063ep178","08/05/21"
"3","x063ep178","09/05/21"
"5","x063ep178","10/05/21"
"7","x063ep178","11/05/21"
"2","x063ep178","12/05/21"
"1","x063ep178","13/05/21"
"1","x063ep178","14/05/21"
"3","x063ep178","15/05/21"
"1","x063ep178","16/05/21"
"3","x063ep178","17/05/21"
"3","x063ep178","18/05/21"
"1","x063ep178","19/05/21"
"2","x063ep178","20/05/21"
"2","x063ep178","21/05/21"
"1","x063ep178","22/05/21"
"3","x063ep178","23/05/21"
"3","x063ep178","24/05/21"
"2","x063ep178","25/05/21"
"3","x063ep178","26/05/21"
"2","x063ep178","27/05/21"
"1","x063ep178","29/05/21"
"2","x063ep178","30/05/21"
"3","x063ep178","31/05/21"
"3","x063ep178","01/06/21"
"1","x063ep178","02/06/21"
"1","x063ep178","03/06/21"
"4","x063ep178","04/06/21"
"3","x063ep178","05/06/21"
"1","x063ep178","07/06/21"
"2","x063ep178","08/06/21"
"68","x190pb152","27/05/21"
"63","x190pb152","28/05/21"
"12","x190pb152","29/05/21"
"3","x190pb152","30/05/21"
"4","x190pb152","31/05/21"
"5","x190pb152","01/06/21"
"9","x190pb152","02/06/21"
"2","x190pb152","03/06/21"
"1","x190pb152","04/06/21"
"1","x190pb152","07/06/21"
"1","x190pb152","08/06/21"
"3","x414bo163","05/06/21"
"570","x414bo163","07/06/21"
"21","x414bo163","08/06/21"
"13","x444bm750","24/04/21"
"11","x444bm750","25/04/21"
"21","x444bm750","26/04/21"
"21","x444bm750","27/04/21"
"9","x444bm750","28/04/21"
"16","x444bm750","29/04/21"
"8","x444bm750","30/04/21"
"13","x444bm750","01/05/21"
"10","x444bm750","02/05/21"
"43","x444bm750","03/05/21"
"74","x444bm750","04/05/21"
"48","x444bm750","05/05/21"
"31","x444bm750","06/05/21"
"34","x444bm750","07/05/21"
"27","x444bm750","08/05/21"
"24","x444bm750","09/05/21"
"13","x444bm750","10/05/21"
"19","x444bm750","11/05/21"
"18","x444bm750","12/05/21"
"65","x444bm750","13/05/21"
"20","x444bm750","14/05/21"
"6","x444bm750","15/05/21"
"33","x444bm750","16/05/21"
"31","x444bm750","17/05/21"
"1800","x444bm750","18/05/21"
"490","x444bm750","19/05/21"
"198","x444bm750","20/05/21"
"113","x444bm750","21/05/21"
"86","x444bm750","22/05/21"
"91","x444bm750","23/05/21"
"211","x444bm750","24/05/21"
"120","x444bm750","25/05/21"
"126","x444bm750","26/05/21"
"179","x444bm750","27/05/21"
"274","x444bm750","28/05/21"
"109","x444bm750","29/05/21"
"90","x444bm750","30/05/21"
"46","x444bm750","31/05/21"
"86","x444bm750","01/06/21"
"130","x444bm750","02/06/21"
"108","x444bm750","03/06/21"
"59","x444bm750","04/06/21"
"56","x444bm750","05/06/21"
"32","x444bm750","06/06/21"
"199","x444bm750","07/06/21"
"183","x444bm750","08/06/21"
"1","x483ox178","26/04/21"
"7","x483ox178","30/04/21"
"3","x483ox178","01/05/21"
"1","x483ox178","03/05/21"
"2","x483ox178","10/05/21"
"1","x483ox178","11/05/21"
"2","x483ox178","12/05/21"
"3","x483ox178","13/05/21"
"1","x483ox178","14/05/21"
"7","x483ox178","16/05/21"
"570","x483ox178","17/05/21"
"1008","x483ox178","18/05/21"
"8","x483ox178","19/05/21"
"9","x483ox178","20/05/21"
"4","x483ox178","21/05/21"
"5","x483ox178","22/05/21"
"1","x483ox178","23/05/21"
"1","x483ox178","24/05/21"
"1","x483ox178","25/05/21"
"4","x483ox178","26/05/21"
"8","x483ox178","27/05/21"
"3","x483ox178","28/05/21"
"1","x483ox178","29/05/21"
"2","x483ox178","30/05/21"
"6","x483ox178","31/05/21"
"6","x483ox178","01/06/21"
"6","x483ox178","02/06/21"
"3","x483ox178","03/06/21"
"2","x483ox178","04/06/21"
"1","x483ox178","05/06/21"
"4","x483ox178","06/06/21"
"2","x483ox178","07/06/21"
"6","x483ox178","08/06/21"
"2","x649oc163","18/05/21"
"1","x649oc163","21/05/21"
"1","x649oc163","25/05/21"
"3","x649oc163","26/05/21"
"11","x649oc163","27/05/21"
"1","x649oc163","28/05/21"
"1","x649oc163","31/05/21"
"2","x920mb56","24/04/21"
"2","x920mb56","26/04/21"
"2","x920mb56","27/04/21"
"3","x920mb56","28/04/21"
"1","x920mb56","30/04/21"
"1","x920mb56","01/05/21"
"2","x920mb56","02/05/21"
"1","x920mb56","05/05/21"
"2","x920mb56","06/05/21"
"1","x920mb56","07/05/21"
"1","x920mb56","08/05/21"
"2","x920mb56","09/05/21"
"654","x920mb56","12/05/21"
"165","x920mb56","13/05/21"
"67","x920mb56","14/05/21"
"49","x920mb56","15/05/21"
"35","x920mb56","16/05/21"
"16","x920mb56","17/05/21"
"14","x920mb56","18/05/21"
"9","x920mb56","19/05/21"
"7","x920mb56","20/05/21"
"4","x920mb56","21/05/21"
"7","x920mb56","22/05/21"
"8","x920mb56","23/05/21"
"7","x920mb56","24/05/21"
"9","x920mb56","25/05/21"
"10","x920mb56","26/05/21"
"4","x920mb56","27/05/21"
"6","x920mb56","28/05/21"
"3","x920mb56","29/05/21"
"6","x920mb56","30/05/21"
"3","x920mb56","31/05/21"
"2","x920mb56","01/06/21"
"2","x920mb56","02/06/21"
"5","x920mb56","03/06/21"
"2","x920mb56","04/06/21"
"3","x920mb56","05/06/21"
"8","x920mb56","06/06/21"
"2","x920mb56","07/06/21"
"10","x920mb56","08/06/21"
"1","x999hp177","14/05/21"
"2","x999hp177","18/05/21"
"4","x999hp177","19/05/21"
"14055","x999hp177","20/05/21"
"4512","x999hp177","21/05/21"
"2492","x999hp177","22/05/21"
"1424","x999hp177","23/05/21"
"1107","x999hp177","24/05/21"
"775","x999hp177","25/05/21"
"596","x999hp177","26/05/21"
"364","x999hp177","27/05/21"
"274","x999hp177","28/05/21"
"240","x999hp177","29/05/21"
"215","x999hp177","30/05/21"
"225","x999hp177","31/05/21"
"198","x999hp177","01/06/21"
"180","x999hp177","02/06/21"
"286","x999hp177","03/06/21"
"256","x999hp177","04/06/21"
"229","x999hp177","05/06/21"
"255","x999hp177","06/06/21"
"289","x999hp177","07/06/21"
"299","x999hp177","08/06/21"
"1","y199oh90","26/04/21"
"1","y199oh90","29/04/21"
"1","y199oh90","08/05/21"
"1","y199oh90","09/05/21"
"1","y199oh90","29/05/21"
"2","y199oh90","01/06/21"
"92","y199oh90","02/06/21"
"184","y199oh90","03/06/21"
"45","y199oh90","04/06/21"
"12","y199oh90","05/06/21"
"11","y199oh90","06/06/21"
"11","y199oh90","07/06/21"
"2","y199oh90","08/06/21"
"5","y223mc125","24/04/21"
"12","y223mc125","25/04/21"
"15","y223mc125","26/04/21"
"10","y223mc125","27/04/21"
"12","y223mc125","28/04/21"
"9","y223mc125","29/04/21"
"8","y223mc125","30/04/21"
"4","y223mc125","01/05/21"
"6","y223mc125","02/05/21"
"10","y223mc125","03/05/21"
"7","y223mc125","04/05/21"
"26","y223mc125","05/05/21"
"21","y223mc125","06/05/21"
"21","y223mc125","07/05/21"
"12","y223mc125","08/05/21"
"11","y223mc125","09/05/21"
"7","y223mc125","10/05/21"
"11","y223mc125","11/05/21"
"11","y223mc125","12/05/21"
"9","y223mc125","13/05/21"
"4","y223mc125","14/05/21"
"11","y223mc125","15/05/21"
"7","y223mc125","16/05/21"
"20","y223mc125","17/05/21"
"10","y223mc125","18/05/21"
"21","y223mc125","19/05/21"
"9","y223mc125","20/05/21"
"18","y223mc125","21/05/21"
"448","y223mc125","22/05/21"
"31","y223mc125","23/05/21"
"37","y223mc125","24/05/21"
"576","y223mc125","25/05/21"
"1063","y223mc125","26/05/21"
"544","y223mc125","27/05/21"
"422","y223mc125","28/05/21"
"301","y223mc125","29/05/21"
"201","y223mc125","30/05/21"
"158","y223mc125","31/05/21"
"166","y223mc125","01/06/21"
"109","y223mc125","02/06/21"
"156","y223mc125","03/06/21"
"178","y223mc125","04/06/21"
"124","y223mc125","05/06/21"
"82","y223mc125","06/06/21"
"90","y223mc125","07/06/21"
"145","y223mc125","08/06/21"
"6","y335pb150","24/04/21"
"2","y335pb150","25/04/21"
"3","y335pb150","26/04/21"
"3","y335pb150","27/04/21"
"5","y335pb150","29/04/21"
"2","y335pb150","30/04/21"
"3","y335pb150","01/05/21"
"2","y335pb150","02/05/21"
"20","y335pb150","03/05/21"
"10","y335pb150","04/05/21"
"12","y335pb150","05/05/21"
"5","y335pb150","06/05/21"
"3","y335pb150","07/05/21"
"6","y335pb150","08/05/21"
"8","y335pb150","09/05/21"
"6","y335pb150","10/05/21"
"5","y335pb150","11/05/21"
"6","y335pb150","12/05/21"
"3","y335pb150","13/05/21"
"4","y335pb150","14/05/21"
"3","y335pb150","15/05/21"
"3","y335pb150","16/05/21"
"5","y335pb150","17/05/21"
"2","y335pb150","18/05/21"
"10568","y335pb150","19/05/21"
"33315","y335pb150","20/05/21"
"2232","y335pb150","21/05/21"
"249","y335pb150","22/05/21"
"180","y335pb150","23/05/21"
"261","y335pb150","24/05/21"
"323","y335pb150","25/05/21"
"104","y335pb150","26/05/21"
"98","y335pb150","27/05/21"
"104","y335pb150","28/05/21"
"91","y335pb150","29/05/21"
"68","y335pb150","30/05/21"
"70","y335pb150","31/05/21"
"70","y335pb150","01/06/21"
"53","y335pb150","02/06/21"
"51","y335pb150","03/06/21"
"57","y335pb150","04/06/21"
"36","y335pb150","05/06/21"
"38","y335pb150","06/06/21"
"245","y335pb150","07/06/21"
"89","y335pb150","08/06/21"
"1","y372oy97","09/05/21"
"48","y372oy97","28/05/21"
"79","y372oy97","29/05/21"
"32","y372oy97","30/05/21"
"24","y372oy97","31/05/21"
"12","y372oy97","01/06/21"
"9","y372oy97","02/06/21"
"4","y372oy97","03/06/21"
"2","y372oy97","04/06/21"
"3","y372oy97","06/06/21"
"36738","y372oy97","07/06/21"
"849","y372oy97","08/06/21"
"2","y400aa797","24/04/21"
"3","y400aa797","26/04/21"
"1","y400aa797","28/04/21"
"4","y400aa797","29/04/21"
"9788","y400aa797","30/04/21"
"1813","y400aa797","01/05/21"
"837","y400aa797","02/05/21"
"593","y400aa797","03/05/21"
"793","y400aa797","04/05/21"
"342","y400aa797","05/05/21"
"167","y400aa797","06/05/21"
"136","y400aa797","07/05/21"
"119","y400aa797","08/05/21"
"96","y400aa797","09/05/21"
"89","y400aa797","10/05/21"
"289","y400aa797","11/05/21"
"123","y400aa797","12/05/21"
"75","y400aa797","13/05/21"
"71","y400aa797","14/05/21"
"48","y400aa797","15/05/21"
"44","y400aa797","16/05/21"
"45","y400aa797","17/05/21"
"52","y400aa797","18/05/21"
"52","y400aa797","19/05/21"
"42","y400aa797","20/05/21"
"28","y400aa797","21/05/21"
"22","y400aa797","22/05/21"
"27","y400aa797","23/05/21"
"23","y400aa797","24/05/21"
"21","y400aa797","25/05/21"
"20","y400aa797","26/05/21"
"17","y400aa797","27/05/21"
"23","y400aa797","28/05/21"
"20","y400aa797","29/05/21"
"17","y400aa797","30/05/21"
"20","y400aa797","31/05/21"
"25","y400aa797","01/06/21"
"16","y400aa797","02/06/21"
"24","y400aa797","03/06/21"
"20","y400aa797","04/06/21"
"9","y400aa797","05/06/21"
"16","y400aa797","06/06/21"
"29","y400aa797","07/06/21"
"17","y400aa797","08/06/21"
"6","y414pc123","29/05/21"
"1","y414pc123","30/05/21"
"3","y414pc123","31/05/21"
"1826","y414pc123","01/06/21"
"593","y414pc123","02/06/21"
"302","y414pc123","03/06/21"
"162","y414pc123","04/06/21"
"98","y414pc123","05/06/21"
"78","y414pc123","06/06/21"
"61","y414pc123","07/06/21"
"27","y414pc123","08/06/21"
"1","y421ko777","28/04/21"
"1","y421ko777","29/04/21"
"2","y421ko777","05/05/21"
"2","y421ko777","08/05/21"
"3","y421ko777","09/05/21"
"1","y421ko777","11/05/21"
"1","y421ko777","13/05/21"
"1","y421ko777","24/05/21"
"2","y421ko777","27/05/21"
"2","y421ko777","29/05/21"
"1","y421ko777","30/05/21"
"118","y421ko777","01/06/21"
"51","y421ko777","02/06/21"
"5","y421ko777","03/06/21"
"7","y421ko777","04/06/21"
"6","y421ko777","05/06/21"
"9","y421ko777","06/06/21"
"356","y421ko777","07/06/21"
"71","y421ko777","08/06/21"
"1","y423xk72","10/05/21"
"2","y423xk72","17/05/21"
"1","y423xk72","25/05/21"
"2","y423xk72","27/05/21"
"3","y423xk72","28/05/21"
"5718","y423xk72","31/05/21"
"5893","y423xk72","01/06/21"
"2310","y423xk72","02/06/21"
"1537","y423xk72","03/06/21"
"895","y423xk72","04/06/21"
"623","y423xk72","05/06/21"
"497","y423xk72","06/06/21"
"452","y423xk72","07/06/21"
"307","y423xk72","08/06/21"
"5","y666xa40","12/05/21"
"1","y666xa40","25/05/21"
"1","y990ey750","24/04/21"
"1","y990ey750","26/04/21"
"4","y990ey750","27/04/21"
"1","y990ey750","28/04/21"
"1","y990ey750","07/05/21"
"1","y990ey750","12/05/21"
"3","y990ey750","25/05/21"
"2","y990ey750","27/05/21"
"5","y990ey750","28/05/21"
"2","y990ey750","29/05/21"
"1","y990ey750","30/05/21"
"2","y990ey750","01/06/21"
"1","y990ey750","03/06/21"
"1148","y990ey750","04/06/21"
"217","y990ey750","05/06/21"
"76","y990ey750","06/06/21"
"59","y990ey750","07/06/21"
"39","y990ey750","08/06/21"
